experiment_name,algorithm,scenario,topology,num_packets,packet_size_bytes,t_round_ms,cooldown_ms,lambda_div,point_budget,total_packets_sent,total_packets_received,total_packets_lost,total_packets_unaccounted,packet_loss_rate_percent,latency_avg_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,total_path_switches,wall_clock_seconds
random__shared_bottleneck__sciera_large__np5000_tr2000_cd5000_ld0.5_b100,random,shared_bottleneck,topologies/sciera_large.json,5000,1500,2000,5000,0.5,100,337917,1164,0,336753,0.0,47122.7534,46800.0031,94496.0061,99256.0064,307.0002,104620.0068,190,14.232
