experiment_name,algorithm,scenario,topology,num_packets,packet_size_bytes,t_round_ms,cooldown_ms,lambda_div,point_budget,total_packets_sent,total_packets_received,total_packets_lost,total_packets_unaccounted,packet_loss_rate_percent,latency_avg_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,total_path_switches,wall_clock_seconds
sapex__shared_bottleneck__sciera_large__np5000_tr2000_cd5000_ld0.5_b100,sapex,shared_bottleneck,topologies/sciera_large.json,5000,1500,2000,5000,0.5,100,337917,1172,0,336745,0.0,47830.5845,47666.0042,94336.0062,98955.0065,311.0002,104281.0068,151,14.137
