flow_name,latency_ms
Intra-EU,40.0002
Intra-EU,54.0002
Intra-EU,68.0002
Intra-EU,82.0002
Intra-EU,96.0003
Intra-EU,110.0003
Intra-EU,124.0003
Intra-EU,138.0003
Intra-EU,153.0002
Intra-EU,166.0003
Intra-EU,180.0003
Intra-EU,194.0003
Intra-EU,208.0003
Intra-EU,222.0003
Intra-EU,236.0003
Intra-EU,250.0004
Intra-EU,264.0004
Intra-EU,278.0004
Intra-EU,293.0002
Intra-EU,306.0004
Intra-EU,320.0004
Intra-EU,334.0004
Intra-EU,348.0004
Intra-EU,362.0004
Intra-EU,376.0004
Intra-EU,390.0005
Intra-EU,404.0005
Intra-EU,418.0005
Intra-EU,432.0005
Intra-EU,461.0005
Intra-EU,475.0005
Intra-EU,490.0002
Intra-EU,503.0005
Intra-EU,517.0005
Intra-EU,531.0005
Intra-EU,545.0005
Intra-EU,559.0006
Intra-EU,573.0006
Intra-EU,587.0006
Intra-EU,601.0006
Intra-EU,615.0006
Intra-EU,629.0006
Intra-EU,643.0006
Intra-EU,657.0006
Intra-EU,671.0006
Intra-EU,685.0006
Intra-EU,699.0007
Intra-EU,713.0007
Intra-EU,727.0007
Intra-EU,741.0007
Intra-EU,755.0007
Intra-EU,769.0007
Intra-EU,783.0007
Intra-EU,797.0007
Intra-EU,811.0007
Intra-EU,825.0007
Intra-EU,839.0008
Intra-EU,853.0008
Intra-EU,867.0008
Intra-EU,881.0008
Intra-EU,895.0008
Intra-EU,909.0008
Intra-EU,923.0008
Intra-EU,937.0008
Intra-EU,953.0002
Intra-EU,965.0008
Intra-EU,979.0008
Intra-EU,993.0009
Intra-EU,1007.0009
Intra-EU,1021.0009
Intra-EU,1035.0009
Intra-EU,1049.0009
Intra-EU,1063.0009
Intra-EU,1077.0009
Intra-EU,1091.0009
Intra-EU,1105.0009
Intra-EU,1119.0009
Intra-EU,1133.001
Intra-EU,1147.001
Intra-EU,1161.001
Intra-EU,1175.001
Intra-EU,1189.001
Intra-EU,1203.001
Intra-EU,1217.001
Intra-EU,1231.001
Intra-EU,1245.001
Intra-EU,1259.001
Intra-EU,1273.001
Intra-EU,1287.0011
Intra-EU,1316.0011
Intra-EU,1330.0011
Intra-EU,1344.0011
Intra-EU,1358.0011
Intra-EU,1372.0011
Intra-EU,1386.0011
Intra-EU,1400.0011
Intra-EU,1414.0011
Intra-EU,1428.0011
Intra-EU,1442.0012
Intra-EU,1456.0012
Intra-EU,1470.0012
Intra-EU,1484.0012
Intra-EU,1498.0012
Intra-EU,1512.0012
Intra-EU,1526.0012
Intra-EU,1540.0012
Intra-EU,1554.0012
Intra-EU,1568.0012
Intra-EU,1582.0012
Intra-EU,1596.0013
Intra-EU,1610.0013
Intra-EU,1624.0013
Intra-EU,1638.0013
Intra-EU,1652.0013
Intra-EU,1666.0013
Intra-EU,1680.0013
Intra-EU,1694.0013
Intra-EU,1708.0013
Intra-EU,1722.0013
Intra-EU,1736.0014
Intra-EU,1750.0014
Intra-EU,1764.0014
Intra-EU,1778.0014
Intra-EU,1792.0014
Intra-EU,1806.0014
Intra-EU,1820.0014
Intra-EU,1834.0014
Intra-EU,1848.0014
Intra-EU,1862.0014
Intra-EU,1876.0015
Intra-EU,1891.0016
Intra-EU,1904.0015
Intra-EU,1918.0015
Intra-EU,1932.0015
Intra-EU,1947.0003
Intra-EU,1961.0002
Intra-EU,1974.0015
Intra-EU,1988.0015
Intra-EU,2002.0015
Intra-EU,2016.0015
Intra-EU,2030.0016
Intra-EU,2044.0016
Intra-EU,2058.0016
Intra-EU,2072.0016
Intra-EU,2087.0003
Intra-EU,2100.0016
Intra-EU,2114.0016
Intra-EU,2128.0016
Intra-EU,2142.0016
Intra-EU,2156.0016
Intra-EU,2170.0017
Intra-EU,2184.0017
Intra-EU,2198.0017
Intra-EU,2212.0017
Intra-EU,2226.0017
Intra-EU,2240.0017
Intra-EU,2254.0017
Intra-EU,2268.0017
Intra-EU,2282.0017
Intra-EU,2296.0017
Intra-EU,2310.0017
Intra-EU,2324.0018
Intra-EU,2338.0018
Intra-EU,2352.0018
Intra-EU,2366.0018
Intra-EU,2380.0018
Intra-EU,2394.0018
Intra-EU,2408.0018
Intra-EU,2422.0018
Intra-EU,2436.0018
Intra-EU,2450.0018
Intra-EU,2464.0019
Intra-EU,2478.0019
Intra-EU,2492.0019
Intra-EU,2506.0019
Intra-EU,2520.0019
Intra-EU,2534.0019
Intra-EU,2548.0019
Intra-EU,2562.0019
Intra-EU,2576.0019
Intra-EU,2590.0019
Intra-EU,2604.002
Intra-EU,2618.002
Intra-EU,2632.002
Intra-EU,2646.002
Intra-EU,2660.002
Intra-EU,2674.002
Intra-EU,2688.002
Intra-EU,2702.002
Intra-EU,2716.002
Intra-EU,2730.002
